state,location_type,name,Studio,1_bed,2_bed,3_bed,4_bed,avg_rent,minimum_wage,monthly_min_wage_income,hours_to_afford_avg_rent
Missouri,county,Pettis County,691,697,916,1195,1338,967.4,13.75,2200.0,70.35636363636364
Missouri,county,Phelps County,646,658,865,1161,1168,899.6,13.75,2200.0,65.42545454545454
Missouri,county,Pike County,618,624,820,991,1092,829.0,13.75,2200.0,60.29090909090909
Missouri,county,Platte County,985,1098,1258,1645,1931,1383.4,13.75,2200.0,100.6109090909091
Missouri,county,Polk County,638,642,797,1090,1285,890.4,13.75,2200.0,64.75636363636363
Missouri,county,Pulaski County,739,744,978,1378,1660,1099.8,13.75,2200.0,79.98545454545454
Missouri,county,Putnam County,601,653,797,1069,1217,867.4,13.75,2200.0,63.08363636363636
Missouri,county,Ralls County,640,646,849,1106,1441,936.4,13.75,2200.0,68.10181818181817
Missouri,county,Randolph County,601,607,797,1123,1218,869.2,13.75,2200.0,63.21454545454546
Missouri,county,Ray County,985,1098,1258,1645,1931,1383.4,13.75,2200.0,100.6109090909091
Missouri,county,Reynolds County,604,610,801,969,1223,841.4,13.75,2200.0,61.19272727272727
Missouri,county,Ripley County,601,627,797,964,1233,844.4,13.75,2200.0,61.41090909090909
Missouri,county,Saline County,613,619,813,1126,1241,882.4,13.75,2200.0,64.17454545454545
Missouri,county,Schuyler County,540,607,797,964,1061,793.8,13.75,2200.0,57.73090909090909
Missouri,county,Scotland County,601,607,797,1123,1217,869.0,13.75,2200.0,63.2
Missouri,county,Scott County,652,658,865,1095,1152,884.4,13.75,2200.0,64.32
Missouri,county,Shannon County,636,642,843,1019,1287,885.4,13.75,2200.0,64.39272727272727
Missouri,county,Shelby County,601,617,797,1024,1288,865.4,13.75,2200.0,62.93818181818182
Missouri,county,St. Charles County,928,972,1209,1565,1818,1298.4,13.75,2200.0,94.42909090909092
Missouri,county,St. Clair County,540,607,797,964,1217,825.0,13.75,2200.0,60.0
Missouri,county,St. Francois County,617,623,819,1117,1122,859.6,13.75,2200.0,62.516363636363636
Missouri,county,St. Louis city,928,972,1209,1565,1818,1298.4,13.75,2200.0,94.42909090909092
Missouri,county,St. Louis County,928,972,1209,1565,1818,1298.4,13.75,2200.0,94.42909090909092
Missouri,county,Ste. Genevieve County,677,683,898,1086,1371,943.0,13.75,2200.0,68.58181818181818
Missouri,county,Stoddard County,601,607,797,1037,1259,860.2,13.75,2200.0,62.56
Missouri,county,Stone County,613,617,811,1143,1376,912.0,13.75,2200.0,66.32727272727273
Missouri,county,Sullivan County,540,607,797,966,1061,794.2,13.75,2200.0,57.760000000000005
Missouri,county,Taney County,723,728,956,1263,1622,1058.4,13.75,2200.0,76.97454545454546
Missouri,county,Texas County,601,710,797,1054,1353,903.0,13.75,2200.0,65.67272727272727
Missouri,county,Vernon County,652,658,865,1096,1379,930.0,13.75,2200.0,67.63636363636364
Missouri,county,Warren County,928,972,1209,1565,1818,1298.4,13.75,2200.0,94.42909090909092
Missouri,county,Washington County,601,607,797,964,1202,834.2,13.75,2200.0,60.66909090909091
Missouri,county,Wayne County,601,699,797,1027,1353,895.4,13.75,2200.0,65.12
Missouri,county,Webster County,718,723,921,1274,1434,1014.0,13.75,2200.0,73.74545454545455
Missouri,county,Worth County,622,628,825,1163,1259,899.4,13.75,2200.0,65.41090909090909
Missouri,county,Wright County,601,607,797,1120,1210,867.0,13.75,2200.0,63.054545454545455
Missouri,county,Sullivan part,928,972,1209,1565,1818,1298.4,13.75,2200.0,94.42909090909092
Montana,metro,"Billings, MT HUD Metro FMR Area",837,874,1148,1583,1778,1244.0,10.55,1688.0,117.91469194312795
Montana,metro,"Great Falls, MT MSA",708,745,979,1380,1560,1074.4,10.55,1688.0,101.8388625592417
Montana,metro,"Missoula, MT MSA",845,988,1203,1695,2041,1354.4,10.55,1688.0,128.3791469194313
Montana,metro,"Stillwater County, MT HUD Metro FMR Area",735,779,1023,1424,1736,1139.4,10.55,1688.0,108.0
Montana,county,Beaverhead County,656,806,905,1275,1536,1035.6,10.55,1688.0,98.16113744075828
Montana,county,Big Horn County,658,708,905,1192,1356,963.8,10.55,1688.0,91.35545023696682
Montana,county,Blaine County,658,693,905,1128,1265,929.8,10.55,1688.0,88.13270142180093
Montana,county,Broadwater County,829,938,1141,1380,1796,1216.8,10.55,1688.0,115.33649289099525
Montana,county,Carbon County,837,874,1148,1583,1778,1244.0,10.55,1688.0,117.91469194312795
Montana,county,Carter County,658,806,905,1275,1425,1013.8,10.55,1688.0,96.09478672985782
Montana,county,Cascade County,708,745,979,1380,1560,1074.4,10.55,1688.0,101.8388625592417
Montana,county,Chouteau County,658,689,905,1094,1283,925.8,10.55,1688.0,87.75355450236965
Montana,county,Custer County,708,795,1044,1453,1458,1091.6,10.55,1688.0,103.46919431279619
Montana,county,Daniels County,658,689,905,1230,1425,981.4,10.55,1688.0,93.02369668246445
Montana,county,Dawson County,658,723,905,1094,1274,930.8,10.55,1688.0,88.22748815165876
Montana,county,Deer Lodge County,658,806,905,1275,1472,1023.2,10.55,1688.0,96.98578199052133
Montana,county,Fallon County,692,725,952,1151,1499,1003.8,10.55,1688.0,95.14691943127961
Montana,county,Fergus County,692,725,952,1201,1499,1013.8,10.55,1688.0,96.09478672985782
Montana,county,Flathead County,733,823,1081,1486,1834,1191.4,10.55,1688.0,112.92890995260663
Montana,county,Gallatin County,901,999,1275,1797,2164,1427.2,10.55,1688.0,135.27962085308056
Montana,county,Garfield County,658,689,905,1094,1425,954.2,10.55,1688.0,90.44549763033176
Montana,county,Glacier County,714,804,905,1184,1385,998.4,10.55,1688.0,94.63507109004739
Montana,county,Golden Valley County,688,721,947,1245,1491,1018.4,10.55,1688.0,96.53080568720378
Montana,county,Granite County,658,727,905,1275,1425,998.0,10.55,1688.0,94.59715639810426
Montana,county,Hill County,677,696,905,1201,1205,936.8,10.55,1688.0,88.79620853080567
Montana,county,Jefferson County,638,716,941,1326,1420,1008.2,10.55,1688.0,95.56398104265402
Montana,county,Judith Basin County,658,689,905,1094,1425,954.2,10.55,1688.0,90.44549763033176
Montana,county,Lake County,633,743,934,1175,1244,945.8,10.55,1688.0,89.64928909952606
Montana,county,Lewis and Clark County,729,837,1057,1370,1575,1113.6,10.55,1688.0,105.55450236966823
Montana,county,Liberty County,658,806,905,1275,1425,1013.8,10.55,1688.0,96.09478672985782
Montana,county,Lincoln County,658,806,905,1275,1441,1017.0,10.55,1688.0,96.39810426540284
Montana,county,Madison County,777,795,1023,1237,1611,1088.6,10.55,1688.0,103.18483412322273
Montana,county,McCone County,725,760,998,1356,1571,1082.0,10.55,1688.0,102.55924170616113
Montana,county,Meagher County,658,689,905,1230,1425,981.4,10.55,1688.0,93.02369668246445
Montana,county,Mineral County,658,697,905,1094,1365,943.8,10.55,1688.0,89.45971563981041
Montana,county,Missoula County,845,988,1203,1695,2041,1354.4,10.55,1688.0,128.3791469194313
Montana,county,Musselshell County,675,707,929,1309,1485,1021.0,10.55,1688.0,96.77725118483411
Montana,county,Park County,722,823,1056,1476,1734,1162.2,10.55,1688.0,110.1611374407583
Montana,county,Petroleum County,725,760,998,1356,1571,1082.0,10.55,1688.0,102.55924170616113
Montana,county,Phillips County,658,806,905,1275,1425,1013.8,10.55,1688.0,96.09478672985782
Montana,county,Pondera County,658,806,905,1198,1536,1020.6,10.55,1688.0,96.73933649289098
Montana,county,Powder River County,658,689,905,1275,1425,990.4,10.55,1688.0,93.87677725118482
Montana,county,Powell County,658,689,905,1275,1536,1012.6,10.55,1688.0,95.98104265402843
Montana,county,Prairie County,725,760,998,1356,1571,1082.0,10.55,1688.0,102.55924170616113
Montana,county,Ravalli County,674,718,928,1304,1575,1039.8,10.55,1688.0,98.55924170616113
Montana,county,Richland County,658,795,905,1101,1536,999.0,10.55,1688.0,94.69194312796208
Montana,county,Roosevelt County,647,689,905,1094,1425,952.0,10.55,1688.0,90.23696682464454
Montana,county,Rosebud County,658,749,905,1253,1536,1020.2,10.55,1688.0,96.70142180094787
Montana,county,Sanders County,692,726,905,1189,1536,1009.6,10.55,1688.0,95.69668246445497
Montana,county,Sheridan County,658,806,905,1201,1205,955.0,10.55,1688.0,90.521327014218
Montana,county,Silver Bow County,632,723,932,1240,1538,1013.0,10.55,1688.0,96.01895734597156
Montana,county,Stillwater County,735,779,1023,1424,1736,1139.4,10.55,1688.0,108.0
Montana,county,Sweet Grass County,658,721,905,1275,1425,996.8,10.55,1688.0,94.48341232227487
Montana,county,Teton County,658,806,905,1221,1367,991.4,10.55,1688.0,93.97156398104265
Montana,county,Toole County,658,806,905,1275,1425,1013.8,10.55,1688.0,96.09478672985782
Montana,county,Treasure County,725,760,998,1356,1571,1082.0,10.55,1688.0,102.55924170616113
Montana,county,Valley County,658,689,905,1170,1373,959.0,10.55,1688.0,90.90047393364928
Montana,county,Wheatland County,658,689,905,1177,1425,970.8,10.55,1688.0,92.01895734597156
Montana,county,Wibaux County,725,760,998,1356,1571,1082.0,10.55,1688.0,102.55924170616113
Montana,county,Yellowstone County,837,874,1148,1583,1778,1244.0,10.55,1688.0,117.91469194312795
Nebraska,metro,"Hall County, NE HUD Metro FMR Area",673,792,986,1262,1455,1033.6,13.5,2160.0,76.56296296296296
Nebraska,metro,"Howard County, NE HUD Metro FMR Area",609,664,872,1054,1161,872.0,13.5,2160.0,64.5925925925926
Nebraska,metro,"Lincoln, NE HUD Metro FMR Area",766,856,1067,1504,1638,1166.2,13.5,2160.0,86.3851851851852
Nebraska,metro,"Merrick County, NE HUD Metro FMR Area",609,711,872,1147,1292,926.2,13.5,2160.0,68.60740740740741
Nebraska,metro,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",895,971,1170,1562,1733,1266.2,13.5,2160.0,93.7925925925926
Nebraska,metro,"Saunders County, NE HUD Metro FMR Area",709,769,925,1142,1354,979.8,13.5,2160.0,72.57777777777777
Nebraska,metro,"Seward County, NE HUD Metro FMR Area",656,695,910,1282,1500,1008.6,13.5,2160.0,74.71111111111111
Nebraska,metro,"Sioux City, IA-NE-SD MSA",685,780,1010,1228,1345,1009.6,13.5,2160.0,74.78518518518518
Nebraska,county,Adams County,641,714,872,1135,1207,913.8,13.5,2160.0,67.68888888888888
Nebraska,county,Antelope County,591,664,872,1178,1193,899.6,13.5,2160.0,66.63703703703703
Nebraska,county,Arthur County,591,664,872,1142,1163,886.4,13.5,2160.0,65.65925925925926
Nebraska,county,Banner County,593,666,875,1107,1167,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Blaine County,593,666,875,1107,1167,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Boone County,591,664,872,1150,1419,939.2,13.5,2160.0,69.57037037037037
Nebraska,county,Box Butte County,620,696,915,1106,1219,911.2,13.5,2160.0,67.4962962962963
Nebraska,county,Boyd County,591,665,872,1103,1163,878.8,13.5,2160.0,65.09629629629629
Nebraska,county,Brown County,591,664,872,1054,1295,895.2,13.5,2160.0,66.31111111111112
Nebraska,county,Buffalo County,651,758,960,1281,1629,1055.8,13.5,2160.0,78.2074074074074
Nebraska,county,Burt County,591,664,872,1054,1161,868.4,13.5,2160.0,64.32592592592593
Nebraska,county,Butler County,591,693,872,1112,1161,885.8,13.5,2160.0,65.6148148148148
Nebraska,county,Cass County,895,971,1170,1562,1733,1266.2,13.5,2160.0,93.7925925925926
Nebraska,county,Cedar County,591,685,872,1193,1326,933.4,13.5,2160.0,69.14074074074074
Nebraska,county,Chase County,591,777,872,1093,1480,962.6,13.5,2160.0,71.3037037037037
Nebraska,county,Cherry County,591,727,872,1078,1163,886.2,13.5,2160.0,65.64444444444445
Nebraska,county,Cheyenne County,736,741,962,1217,1281,987.4,13.5,2160.0,73.14074074074074
Nebraska,county,Clay County,591,711,872,1054,1254,896.4,13.5,2160.0,66.39999999999999
Nebraska,county,Colfax County,612,702,903,1092,1214,904.6,13.5,2160.0,67.00740740740741
Nebraska,county,Cuming County,591,745,872,1152,1161,904.2,13.5,2160.0,66.97777777777777
Nebraska,county,Custer County,591,686,872,1110,1161,884.0,13.5,2160.0,65.48148148148148
Nebraska,county,Dakota County,685,780,1010,1228,1345,1009.6,13.5,2160.0,74.78518518518518
Nebraska,county,Dawes County,614,709,906,1204,1208,928.2,13.5,2160.0,68.75555555555556
Nebraska,county,Dawson County,612,804,903,1139,1203,932.2,13.5,2160.0,69.05185185185185
Nebraska,county,Deuel County,591,664,872,1073,1163,872.6,13.5,2160.0,64.63703703703703
Nebraska,county,Dixon County,685,780,1010,1228,1345,1009.6,13.5,2160.0,74.78518518518518
Nebraska,county,Dodge County,662,743,976,1180,1300,972.2,13.5,2160.0,72.01481481481481
Nebraska,county,Douglas County,895,971,1170,1562,1733,1266.2,13.5,2160.0,93.7925925925926
Nebraska,county,Dundy County,591,689,872,1103,1163,883.6,13.5,2160.0,65.45185185185186
Nebraska,county,Fillmore County,591,777,872,1054,1199,898.6,13.5,2160.0,66.56296296296297
Nebraska,county,Franklin County,591,702,872,1176,1329,934.0,13.5,2160.0,69.18518518518519
Nebraska,county,Frontier County,591,664,872,1101,1177,881.0,13.5,2160.0,65.25925925925925
Nebraska,county,Furnas County,591,708,872,1095,1227,898.6,13.5,2160.0,66.56296296296297
Nebraska,county,Gage County,591,664,872,1054,1227,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Garden County,591,664,872,1054,1163,868.8,13.5,2160.0,64.35555555555555
Nebraska,county,Garfield County,591,739,872,1159,1163,904.8,13.5,2160.0,67.02222222222223
Nebraska,county,Gosper County,591,664,872,1117,1308,910.4,13.5,2160.0,67.43703703703703
Nebraska,county,Grant County,593,666,875,1107,1167,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Greeley County,591,664,872,1054,1161,868.4,13.5,2160.0,64.32592592592593
Nebraska,county,Hall County,673,792,986,1262,1455,1033.6,13.5,2160.0,76.56296296296296
Nebraska,county,Hamilton County,591,682,872,1208,1395,949.6,13.5,2160.0,70.34074074074074
Nebraska,county,Harlan County,591,664,872,1103,1161,878.2,13.5,2160.0,65.05185185185185
Nebraska,county,Hayes County,591,664,872,1103,1163,878.6,13.5,2160.0,65.08148148148149
Nebraska,county,Hitchcock County,591,664,872,1078,1355,912.0,13.5,2160.0,67.55555555555556
Nebraska,county,Holt County,591,724,872,1054,1334,915.0,13.5,2160.0,67.77777777777777
Nebraska,county,Hooker County,591,760,872,1103,1163,897.8,13.5,2160.0,66.5037037037037
Nebraska,county,Howard County,609,664,872,1054,1161,872.0,13.5,2160.0,64.5925925925926
Nebraska,county,Jefferson County,591,664,872,1120,1161,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Johnson County,591,664,872,1054,1163,868.8,13.5,2160.0,64.35555555555555
Nebraska,county,Kearney County,604,678,891,1077,1187,887.4,13.5,2160.0,65.73333333333333
Nebraska,county,Keith County,591,684,872,1105,1268,904.0,13.5,2160.0,66.96296296296296
Nebraska,county,Keya Paha County,593,666,875,1107,1167,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Kimball County,591,664,872,1229,1480,967.2,13.5,2160.0,71.64444444444445
Nebraska,county,Knox County,591,664,872,1149,1324,920.0,13.5,2160.0,68.14814814814815
Nebraska,county,Lancaster County,766,856,1067,1504,1638,1166.2,13.5,2160.0,86.3851851851852
Nebraska,county,Lincoln County,675,680,893,1229,1409,977.2,13.5,2160.0,72.3851851851852
Nebraska,county,Logan County,591,664,872,1103,1163,878.6,13.5,2160.0,65.08148148148149
Nebraska,county,Loup County,593,666,875,1107,1167,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Madison County,630,708,930,1227,1378,974.6,13.5,2160.0,72.19259259259259
Nebraska,county,McPherson County,593,666,875,1107,1167,881.6,13.5,2160.0,65.3037037037037
Nebraska,county,Merrick County,609,711,872,1147,1292,926.2,13.5,2160.0,68.60740740740741
Nebraska,county,Morrill County,591,665,872,1054,1163,869.0,13.5,2160.0,64.37037037037037
Nebraska,county,Nance County,591,664,872,1103,1163,878.6,13.5,2160.0,65.08148148148149
Nebraska,county,Nemaha County,591,664,872,1229,1298,930.8,13.5,2160.0,68.94814814814815
Nebraska,county,Nuckolls County,591,664,872,1054,1163,868.8,13.5,2160.0,64.35555555555555
Nebraska,county,Otoe County,594,667,876,1138,1168,888.6,13.5,2160.0,65.82222222222222
Nebraska,county,Pawnee County,591,664,872,1130,1163,884.0,13.5,2160.0,65.48148148148148
Nebraska,county,Perkins County,591,775,872,1143,1163,908.8,13.5,2160.0,67.31851851851852
Nebraska,county,Phelps County,591,743,872,1229,1342,955.4,13.5,2160.0,70.77037037037037
Nebraska,county,Pierce County,591,777,872,1161,1386,957.4,13.5,2160.0,70.91851851851851
Nebraska,county,Platte County,632,709,932,1237,1241,950.2,13.5,2160.0,70.3851851851852
Nebraska,county,Polk County,591,664,872,1054,1163,868.8,13.5,2160.0,64.35555555555555
Nebraska,county,Red Willow County,591,664,872,1054,1195,875.2,13.5,2160.0,64.82962962962964
Nebraska,county,Richardson County,591,664,872,1054,1161,868.4,13.5,2160.0,64.32592592592593
Nebraska,county,Rock County,591,664,872,1159,1163,889.8,13.5,2160.0,65.91111111111111
Nebraska,county,Saline County,591,694,872,1229,1415,960.2,13.5,2160.0,71.12592592592593
Nebraska,county,Sarpy County,895,971,1170,1562,1733,1266.2,13.5,2160.0,93.7925925925926
Nebraska,county,Saunders County,709,769,925,1142,1354,979.8,13.5,2160.0,72.57777777777777
Nebraska,county,Scotts Bluff County,624,720,894,1260,1412,982.0,13.5,2160.0,72.74074074074075
Nebraska,county,Seward County,656,695,910,1282,1500,1008.6,13.5,2160.0,74.71111111111111
Nebraska,county,Sheridan County,591,730,872,1054,1185,886.4,13.5,2160.0,65.65925925925926
Nebraska,county,Sherman County,591,664,872,1218,1237,916.4,13.5,2160.0,67.88148148148149
Nebraska,county,Sioux County,591,664,872,1103,1163,878.6,13.5,2160.0,65.08148148148149
Nebraska,county,Stanton County,718,807,1060,1282,1412,1055.8,13.5,2160.0,78.2074074074074
Nebraska,county,Thayer County,591,664,872,1076,1161,872.8,13.5,2160.0,64.65185185185184
Nebraska,county,Thomas County,591,664,872,1103,1163,878.6,13.5,2160.0,65.08148148148149
Nebraska,county,Thurston County,591,664,872,1073,1161,872.2,13.5,2160.0,64.60740740740741
Nebraska,county,Valley County,591,665,872,1074,1163,873.0,13.5,2160.0,64.66666666666667
Nebraska,county,Washington County,895,971,1170,1562,1733,1266.2,13.5,2160.0,93.7925925925926
Nebraska,county,Wayne County,591,664,872,1054,1307,897.6,13.5,2160.0,66.4888888888889
Nebraska,county,Webster County,591,664,872,1159,1163,889.8,13.5,2160.0,65.91111111111111
Nebraska,county,Wheeler County,591,664,872,1159,1163,889.8,13.5,2160.0,65.91111111111111
Nebraska,county,York County,643,721,948,1146,1263,944.2,13.5,2160.0,69.94074074074075
Nevada,metro,"Carson City, NV MSA",921,1066,1359,1915,2306,1513.4,12.0,1920.0,126.11666666666667
Nevada,metro,"Las Vegas-Henderson-Paradise, NV MSA",1214,1377,1643,2315,2731,1856.0,12.0,1920.0,154.66666666666666
Nevada,metro,"Reno, NV MSA",1072,1257,1582,2229,2669,1761.8,12.0,1920.0,146.81666666666666
Nevada,county,Carson City,921,1066,1359,1915,2306,1513.4,12.0,1920.0,126.11666666666667
Nevada,county,Churchill County,822,920,1209,1704,2052,1341.4,12.0,1920.0,111.78333333333335
Nevada,county,Clark County,1214,1377,1643,2315,2731,1856.0,12.0,1920.0,154.66666666666666
Nevada,county,Douglas County,979,1192,1444,2035,2213,1572.6,12.0,1920.0,131.04999999999998
Nevada,county,Elko County,973,1092,1435,1880,2134,1502.8,12.0,1920.0,125.23333333333333
Nevada,county,Esmeralda County,957,1072,1408,1984,2355,1555.2,12.0,1920.0,129.6
Nevada,county,Eureka County,867,971,1276,1798,2134,1409.2,12.0,1920.0,117.43333333333334
Nevada,county,Humboldt County,831,931,1223,1489,2046,1304.0,12.0,1920.0,108.66666666666667
Nevada,county,Lander County,788,883,1160,1453,1940,1244.8,12.0,1920.0,103.73333333333333
Nevada,county,Lincoln County,680,892,1001,1411,1674,1131.6,12.0,1920.0,94.3
Nevada,county,Lyon County,1006,1052,1225,1726,2079,1417.6,12.0,1920.0,118.13333333333333
Nevada,county,Mineral County,867,971,1276,1798,2134,1409.2,12.0,1920.0,117.43333333333334
Nevada,county,Nye County,779,919,1146,1553,1755,1230.4,12.0,1920.0,102.53333333333335
Nevada,county,Pershing County,693,796,1020,1437,1706,1130.4,12.0,1920.0,94.2
Nevada,county,Storey County,1072,1257,1582,2229,2669,1761.8,12.0,1920.0,146.81666666666666
Nevada,county,Washoe County,1072,1257,1582,2229,2669,1761.8,12.0,1920.0,146.81666666666666
Nevada,county,White Pine County,871,976,1282,1618,2144,1378.2,12.0,1920.0,114.85000000000001
New Hampshire,metro,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2212,2377,2827,3418,3765,2919.8,7.25,1160.0,402.7310344827587
New Hampshire,metro,"Hillsborough County, NH (part) HUD Metro FMR Area",1105,1113,1462,1862,2121,1532.6,7.25,1160.0,211.39310344827584
New Hampshire,metro,"Lawrence, MA-NH HUD Metro FMR Area",1299,1483,1917,2329,2553,1916.2,7.25,1160.0,264.3034482758621
New Hampshire,metro,"Manchester, NH HUD Metro FMR Area",1200,1348,1771,2141,2361,1764.2,7.25,1160.0,243.33793103448278
New Hampshire,metro,"Nashua, NH HUD Metro FMR Area",1326,1489,1956,2528,2737,2007.2,7.25,1160.0,276.8551724137931
New Hampshire,metro,"Portsmouth-Rochester, NH HUD Metro FMR Area",1481,1582,2003,2557,2999,2124.4,7.25,1160.0,293.0206896551724
New Hampshire,metro,"Western Rockingham County, NH HUD Metro FMR Area",1378,1387,1823,2569,2710,1973.4,7.25,1160.0,272.19310344827585
New Hampshire,county,Sullivan County,947,987,1297,1623,1849,1340.6,7.25,1160.0,184.9103448275862
New Hampshire,county,Carroll County,866,1009,1241,1664,2097,1375.4,7.25,1160.0,189.71034482758623
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Cheshire County,945,1061,1394,1833,1888,1424.2,7.25,1160.0,196.44137931034484
New Hampshire,county,Belknap County,906,1058,1329,1710,2019,1404.4,7.25,1160.0,193.71034482758623
New Hampshire,county,Hillsborough County,1326,1489,1956,2528,2737,2007.2,7.25,1160.0,276.8551724137931
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Hillsborough County,1105,1113,1462,1862,2121,1532.6,7.25,1160.0,211.39310344827584
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Rockingham County,1299,1483,1917,2329,2553,1916.2,7.25,1160.0,264.3034482758621
New Hampshire,county,Rockingham County,1378,1387,1823,2569,2710,1973.4,7.25,1160.0,272.19310344827585
New Hampshire,county,Belknap County,906,1058,1329,1710,2019,1404.4,7.25,1160.0,193.71034482758623
New Hampshire,county,Strafford County,1481,1582,2003,2557,2999,2124.4,7.25,1160.0,293.0206896551724
New Hampshire,county,Carroll County,866,1009,1241,1664,2097,1375.4,7.25,1160.0,189.71034482758623
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Hillsborough County,1200,1348,1771,2141,2361,1764.2,7.25,1160.0,243.33793103448278
New Hampshire,county,Belknap County,906,1058,1329,1710,2019,1404.4,7.25,1160.0,193.71034482758623
New Hampshire,county,Hillsborough County,1105,1113,1462,1862,2121,1532.6,7.25,1160.0,211.39310344827584
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Rockingham County,1481,1582,2003,2557,2999,2124.4,7.25,1160.0,293.0206896551724
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Carroll County,866,1009,1241,1664,2097,1375.4,7.25,1160.0,189.71034482758623
New Hampshire,county,Hillsborough County,1326,1489,1956,2528,2737,2007.2,7.25,1160.0,276.8551724137931
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Grafton County,891,1001,1315,1708,1940,1371.0,7.25,1160.0,189.10344827586206
New Hampshire,county,Rockingham County,1378,1387,1823,2569,2710,1973.4,7.25,1160.0,272.19310344827585
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Belknap County,906,1058,1329,1710,2019,1404.4,7.25,1160.0,193.71034482758623
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Sullivan County,947,987,1297,1623,1849,1340.6,7.25,1160.0,184.9103448275862
New Hampshire,county,Carroll County,866,1009,1241,1664,2097,1375.4,7.25,1160.0,189.71034482758623
New Hampshire,county,Rockingham County,1299,1483,1917,2329,2553,1916.2,7.25,1160.0,264.3034482758621
New Hampshire,county,Cheshire County,945,1061,1394,1833,1888,1424.2,7.25,1160.0,196.44137931034484
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Sullivan County,947,987,1297,1623,1849,1340.6,7.25,1160.0,184.9103448275862
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Carroll County,866,1009,1241,1664,2097,1375.4,7.25,1160.0,189.71034482758623
New Hampshire,county,Sullivan County,947,987,1297,1623,1849,1340.6,7.25,1160.0,184.9103448275862
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Sullivan County,947,987,1297,1623,1849,1340.6,7.25,1160.0,184.9103448275862
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Coos County,654,748,960,1275,1280,983.4,7.25,1160.0,135.64137931034483
New Hampshire,county,Merrimack County,972,1086,1427,1877,1900,1452.4,7.25,1160.0,200.33103448275864
New Hampshire,county,Rockingham County,1299,1483,1917,2329,2553,1916.2,7.25,1160.0,264.3034482758621
