state,location_type,name,Studio,1_bed,2_bed,3_bed,4_bed,avg_rent,minimum_wage,monthly_min_wage_income,hours_to_afford_avg_rent
Georgia,county,Wayne County,669,674,885,1070,1393,938.2,7.25,1160.0,129.40689655172415
Georgia,county,Webster County,693,697,885,1120,1270,933.0,7.25,1160.0,128.68965517241378
Georgia,county,Wheeler County,659,767,973,1176,1296,974.2,7.25,1160.0,134.37241379310345
Georgia,county,White County,866,885,1012,1228,1530,1104.2,7.25,1160.0,152.30344827586208
Georgia,county,Whitfield County,656,737,968,1263,1381,1001.0,7.25,1160.0,138.06896551724137
Georgia,county,Wilcox County,693,697,885,1240,1270,957.0,7.25,1160.0,132.0
Georgia,county,Wilkes County,669,674,885,1188,1230,929.2,7.25,1160.0,128.16551724137932
Georgia,county,Wilkinson County,758,788,885,1138,1194,952.6,7.25,1160.0,131.39310344827587
Georgia,county,Worth County,854,860,997,1328,1620,1131.8,7.25,1160.0,156.1103448275862
Hawaii,metro,"Kahului-Wailuku-Lahaina, HI MSA",1676,1701,2139,2927,3237,2336.0,14.0,2240.0,166.85714285714286
Hawaii,metro,"Urban Honolulu, HI MSA",1573,1720,2252,3174,3822,2508.2,14.0,2240.0,179.15714285714284
Hawaii,county,Hawaii County,1458,1548,2010,2588,2855,2091.8,14.0,2240.0,149.41428571428574
Hawaii,county,Honolulu County,1573,1720,2252,3174,3822,2508.2,14.0,2240.0,179.15714285714284
Hawaii,county,Kalawao County,1208,1296,1703,2197,2485,1777.8,14.0,2240.0,126.98571428571428
Hawaii,county,Kauai County,1608,1805,2372,3122,3693,2520.0,14.0,2240.0,180.0
Hawaii,county,Maui County,1676,1701,2139,2927,3237,2336.0,14.0,2240.0,166.85714285714286
Idaho,metro,"Boise City, ID HUD Metro FMR Area",993,1139,1388,1956,2298,1554.8,7.25,1160.0,214.4551724137931
Idaho,metro,"Butte County, ID HUD Metro FMR Area",721,819,996,1344,1690,1114.0,7.25,1160.0,153.6551724137931
Idaho,metro,"Coeur d'Alene, ID MSA",853,1042,1258,1773,2135,1412.2,7.25,1160.0,194.78620689655173
Idaho,metro,"Gem County, ID HUD Metro FMR Area",764,814,1070,1403,1703,1150.8,7.25,1160.0,158.73103448275862
Idaho,metro,"Idaho Falls, ID HUD Metro FMR Area",803,903,1098,1546,1863,1242.6,7.25,1160.0,171.39310344827584
Idaho,metro,"Jerome County, ID HUD Metro FMR Area",697,782,1028,1364,1745,1123.2,7.25,1160.0,154.9241379310345
Idaho,metro,"Lewiston, ID-WA MSA",790,860,1109,1563,1882,1240.8,7.25,1160.0,171.1448275862069
Idaho,metro,"Logan, UT-ID MSA",790,836,1047,1475,1777,1185.0,7.25,1160.0,163.44827586206895
Idaho,metro,"Pocatello, ID HUD Metro FMR Area",669,751,987,1391,1675,1094.6,7.25,1160.0,150.97931034482758
Idaho,metro,"Power County, ID HUD Metro FMR Area",621,697,916,1291,1554,1015.8,7.25,1160.0,140.1103448275862
Idaho,metro,"Twin Falls County, ID HUD Metro FMR Area",718,806,1059,1492,1797,1174.4,7.25,1160.0,161.98620689655175
Idaho,county,Ada County,993,1139,1388,1956,2298,1554.8,7.25,1160.0,214.4551724137931
Idaho,county,Adams County,685,831,933,1258,1495,1040.4,7.25,1160.0,143.50344827586207
Idaho,county,Bannock County,669,751,987,1391,1675,1094.6,7.25,1160.0,150.97931034482758
Idaho,county,Bear Lake County,665,695,905,1275,1525,1013.0,7.25,1160.0,139.72413793103448
Idaho,county,Benewah County,689,773,1016,1330,1633,1088.2,7.25,1160.0,150.09655172413792
Idaho,county,Bingham County,665,689,905,1275,1511,1009.0,7.25,1160.0,139.17241379310346
Idaho,county,Blaine County,925,1039,1365,1830,1837,1399.2,7.25,1160.0,192.99310344827586
Idaho,county,Boise County,993,1139,1388,1956,2298,1554.8,7.25,1160.0,214.4551724137931
Idaho,county,Bonner County,825,830,1068,1505,1812,1208.0,7.25,1160.0,166.6206896551724
Idaho,county,Bonneville County,803,903,1098,1546,1863,1242.6,7.25,1160.0,171.39310344827584
Idaho,county,Boundary County,671,696,914,1288,1551,1024.0,7.25,1160.0,141.24137931034483
Idaho,county,Butte County,721,819,996,1344,1690,1114.0,7.25,1160.0,153.6551724137931
Idaho,county,Camas County,734,767,999,1408,1684,1118.4,7.25,1160.0,154.26206896551724
Idaho,county,Canyon County,993,1139,1388,1956,2298,1554.8,7.25,1160.0,214.4551724137931
Idaho,county,Caribou County,665,689,905,1275,1500,1006.8,7.25,1160.0,138.86896551724138
Idaho,county,Cassia County,679,710,925,1304,1386,1000.8,7.25,1160.0,138.0413793103448
Idaho,county,Clark County,734,767,999,1408,1684,1118.4,7.25,1160.0,154.26206896551724
Idaho,county,Clearwater County,726,753,989,1389,1678,1107.0,7.25,1160.0,152.68965517241378
Idaho,county,Custer County,715,748,974,1373,1641,1090.2,7.25,1160.0,150.37241379310345
Idaho,county,Elmore County,769,797,1047,1475,1717,1161.0,7.25,1160.0,160.13793103448276
Idaho,county,Franklin County,790,836,1047,1475,1777,1185.0,7.25,1160.0,163.44827586206895
Idaho,county,Fremont County,632,806,905,1275,1536,1030.8,7.25,1160.0,142.17931034482757
Idaho,county,Gem County,764,814,1070,1403,1703,1150.8,7.25,1160.0,158.73103448275862
Idaho,county,Gooding County,728,766,991,1365,1561,1082.2,7.25,1160.0,149.26896551724138
Idaho,county,Idaho County,699,785,1032,1339,1751,1121.2,7.25,1160.0,154.64827586206897
Idaho,county,Jefferson County,803,903,1098,1546,1863,1242.6,7.25,1160.0,171.39310344827584
Idaho,county,Jerome County,697,782,1028,1364,1745,1123.2,7.25,1160.0,154.9241379310345
Idaho,county,Kootenai County,853,1042,1258,1773,2135,1412.2,7.25,1160.0,194.78620689655173
Idaho,county,Latah County,703,763,946,1333,1605,1070.0,7.25,1160.0,147.58620689655172
Idaho,county,Lemhi County,681,733,928,1245,1564,1030.2,7.25,1160.0,142.09655172413792
Idaho,county,Lewis County,665,689,905,1275,1536,1014.0,7.25,1160.0,139.86206896551724
Idaho,county,Lincoln County,665,726,905,1275,1536,1021.4,7.25,1160.0,140.88275862068966
Idaho,county,Madison County,916,929,1057,1490,1794,1237.2,7.25,1160.0,170.64827586206897
Idaho,county,Minidoka County,676,782,920,1296,1550,1044.8,7.25,1160.0,144.1103448275862
Idaho,county,Nez Perce County,790,860,1109,1563,1882,1240.8,7.25,1160.0,171.1448275862069
Idaho,county,Oneida County,753,787,1025,1444,1727,1147.2,7.25,1160.0,158.2344827586207
Idaho,county,Owyhee County,993,1139,1388,1956,2298,1554.8,7.25,1160.0,214.4551724137931
Idaho,county,Payette County,767,772,1014,1428,1541,1104.4,7.25,1160.0,152.33103448275864
Idaho,county,Power County,621,697,916,1291,1554,1015.8,7.25,1160.0,140.1103448275862
Idaho,county,Shoshone County,649,729,958,1271,1614,1044.2,7.25,1160.0,144.02758620689656
Idaho,county,Teton County,1038,1044,1259,1774,2137,1450.4,7.25,1160.0,200.05517241379312
Idaho,county,Twin Falls County,718,806,1059,1492,1797,1174.4,7.25,1160.0,161.98620689655175
Idaho,county,Valley County,786,954,1071,1473,1805,1217.8,7.25,1160.0,167.97241379310344
Idaho,county,Washington County,766,794,1043,1338,1758,1139.8,7.25,1160.0,157.21379310344827
Illinois,metro,"Bloomington, IL MSA",782,869,1103,1536,1541,1166.2,15.0,2400.0,77.74666666666667
Illinois,metro,"Bond County, IL HUD Metro FMR Area",605,794,893,1163,1342,959.4,15.0,2400.0,63.96
Illinois,metro,"Cape Girardeau, MO-IL MSA",685,742,933,1315,1540,1043.0,15.0,2400.0,69.53333333333333
Illinois,metro,"Champaign-Urbana, IL MSA",880,885,1049,1372,1397,1116.6,15.0,2400.0,74.44
Illinois,metro,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1399,1507,1714,2182,2583,1877.0,15.0,2400.0,125.13333333333334
Illinois,metro,"Danville, IL MSA",691,728,956,1191,1273,967.8,15.0,2400.0,64.52
Illinois,metro,"Davenport-Moline-Rock Island, IA-IL MSA",646,773,953,1247,1437,1011.2,15.0,2400.0,67.41333333333334
Illinois,metro,"Decatur, IL MSA",686,770,943,1287,1395,1016.2,15.0,2400.0,67.74666666666667
Illinois,metro,"DeKalb County, IL HUD Metro FMR Area",899,1014,1327,1870,2252,1472.4,15.0,2400.0,98.16000000000001
Illinois,metro,"Fulton County, IL HUD Metro FMR Area",649,654,859,1126,1332,924.0,15.0,2400.0,61.6
Illinois,metro,"Grundy County, IL HUD Metro FMR Area",1025,1134,1490,1947,1984,1516.0,15.0,2400.0,101.06666666666666
Illinois,metro,"Jackson County, IL HUD Metro FMR Area",632,714,932,1224,1312,962.8,15.0,2400.0,64.18666666666667
Illinois,metro,"Johnson County, IL HUD Metro FMR Area",617,727,910,1100,1453,961.4,15.0,2400.0,64.09333333333333
Illinois,metro,"Kankakee, IL MSA",789,886,1164,1569,1619,1205.4,15.0,2400.0,80.36
Illinois,metro,"Kendall County, IL HUD Metro FMR Area",1180,1325,1741,2453,2564,1852.6,15.0,2400.0,123.50666666666666
Illinois,metro,"Macoupin County, IL HUD Metro FMR Area",712,717,942,1235,1428,1006.8,15.0,2400.0,67.11999999999999
Illinois,metro,"Peoria, IL HUD Metro FMR Area",683,756,965,1258,1293,991.0,15.0,2400.0,66.06666666666666
Illinois,metro,"Rockford, IL MSA",699,785,1031,1380,1423,1063.6,15.0,2400.0,70.90666666666667
Illinois,metro,"Springfield, IL MSA",725,873,1070,1421,1459,1109.6,15.0,2400.0,73.97333333333333
Illinois,metro,"St. Louis, MO-IL HUD Metro FMR Area",928,972,1209,1565,1818,1298.4,15.0,2400.0,86.56
Illinois,metro,"Williamson County, IL HUD Metro FMR Area",743,744,978,1313,1561,1067.8,15.0,2400.0,71.18666666666667
Illinois,county,Adams County,593,666,875,1137,1165,887.2,15.0,2400.0,59.14666666666667
Illinois,county,Alexander County,685,742,933,1315,1540,1043.0,15.0,2400.0,69.53333333333333
Illinois,county,Bond County,605,794,893,1163,1342,959.4,15.0,2400.0,63.96
Illinois,county,Boone County,699,785,1031,1380,1423,1063.6,15.0,2400.0,70.90666666666667
Illinois,county,Brown County,570,632,831,1005,1159,839.4,15.0,2400.0,55.96
Illinois,county,Bureau County,603,677,890,1093,1284,909.4,15.0,2400.0,60.626666666666665
Illinois,county,Calhoun County,928,972,1209,1565,1818,1298.4,15.0,2400.0,86.56
Illinois,county,Carroll County,553,650,807,1002,1238,850.0,15.0,2400.0,56.666666666666664
Illinois,county,Cass County,553,633,807,1088,1315,879.2,15.0,2400.0,58.61333333333334
Illinois,county,Champaign County,880,885,1049,1372,1397,1116.6,15.0,2400.0,74.44
Illinois,county,Christian County,580,644,846,1023,1127,844.0,15.0,2400.0,56.266666666666666
Illinois,county,Clark County,576,688,840,1082,1119,861.0,15.0,2400.0,57.4
Illinois,county,Clay County,553,630,807,1019,1126,827.0,15.0,2400.0,55.13333333333333
Illinois,county,Clinton County,928,972,1209,1565,1818,1298.4,15.0,2400.0,86.56
Illinois,county,Coles County,575,645,848,1123,1133,864.8,15.0,2400.0,57.65333333333333
Illinois,county,Cook County,1399,1507,1714,2182,2583,1877.0,15.0,2400.0,125.13333333333334
Illinois,county,Crawford County,553,678,807,1038,1369,889.0,15.0,2400.0,59.266666666666666
Illinois,county,Cumberland County,553,614,807,976,1075,805.0,15.0,2400.0,53.666666666666664
Illinois,county,De Witt County,566,628,825,1107,1400,905.2,15.0,2400.0,60.34666666666667
Illinois,county,DeKalb County,899,1014,1327,1870,2252,1472.4,15.0,2400.0,98.16000000000001
Illinois,county,Douglas County,699,703,820,1077,1144,888.6,15.0,2400.0,59.24
Illinois,county,DuPage County,1399,1507,1714,2182,2583,1877.0,15.0,2400.0,125.13333333333334
Illinois,county,Edgar County,553,702,807,1042,1227,866.2,15.0,2400.0,57.74666666666667
Illinois,county,Edwards County,553,614,807,976,1369,863.8,15.0,2400.0,57.586666666666666
Illinois,county,Effingham County,625,629,807,1125,1173,871.8,15.0,2400.0,58.12
Illinois,county,Fayette County,596,708,807,1031,1075,843.4,15.0,2400.0,56.22666666666667
Illinois,county,Ford County,553,614,807,1071,1075,824.0,15.0,2400.0,54.93333333333333
Illinois,county,Franklin County,547,614,807,1018,1127,822.6,15.0,2400.0,54.84
Illinois,county,Fulton County,649,654,859,1126,1332,924.0,15.0,2400.0,61.6
Illinois,county,Gallatin County,553,711,807,1074,1126,854.2,15.0,2400.0,56.94666666666667
Illinois,county,Greene County,579,642,844,1020,1124,841.8,15.0,2400.0,56.12
Illinois,county,Grundy County,1025,1134,1490,1947,1984,1516.0,15.0,2400.0,101.06666666666666
Illinois,county,Hamilton County,553,653,807,1029,1126,833.6,15.0,2400.0,55.57333333333334
Illinois,county,Hancock County,553,680,807,1043,1145,845.6,15.0,2400.0,56.373333333333335
Illinois,county,Hardin County,553,614,807,976,1126,815.2,15.0,2400.0,54.34666666666667
Illinois,county,Henderson County,622,641,807,1122,1126,863.6,15.0,2400.0,57.57333333333334
Illinois,county,Henry County,646,773,953,1247,1437,1011.2,15.0,2400.0,67.41333333333334
Illinois,county,Iroquois County,605,619,813,1025,1112,834.8,15.0,2400.0,55.65333333333333
Illinois,county,Jackson County,632,714,932,1224,1312,962.8,15.0,2400.0,64.18666666666667
Illinois,county,Jasper County,553,631,807,976,1126,818.6,15.0,2400.0,54.57333333333334
Illinois,county,Jefferson County,679,683,898,1126,1196,916.4,15.0,2400.0,61.093333333333334
Illinois,county,Jersey County,928,972,1209,1565,1818,1298.4,15.0,2400.0,86.56
Illinois,county,Jo Daviess County,596,680,807,1071,1075,845.8,15.0,2400.0,56.38666666666666
Illinois,county,Johnson County,617,727,910,1100,1453,961.4,15.0,2400.0,64.09333333333333
Illinois,county,Kane County,1399,1507,1714,2182,2583,1877.0,15.0,2400.0,125.13333333333334
Illinois,county,Kankakee County,789,886,1164,1569,1619,1205.4,15.0,2400.0,80.36
Illinois,county,Kendall County,1180,1325,1741,2453,2564,1852.6,15.0,2400.0,123.50666666666666
Illinois,county,Knox County,596,614,807,1055,1075,829.4,15.0,2400.0,55.29333333333333
Illinois,county,La Salle County,694,699,918,1248,1357,983.2,15.0,2400.0,65.54666666666667
Illinois,county,Lake County,1399,1507,1714,2182,2583,1877.0,15.0,2400.0,125.13333333333334
Illinois,county,Lawrence County,553,614,807,997,1079,810.0,15.0,2400.0,54.0
Illinois,county,Lee County,553,710,807,1137,1188,879.0,15.0,2400.0,58.6
Illinois,county,Livingston County,610,678,890,1158,1198,906.8,15.0,2400.0,60.45333333333333
Illinois,county,Logan County,662,666,844,1109,1124,881.0,15.0,2400.0,58.733333333333334
Illinois,county,Macon County,686,770,943,1287,1395,1016.2,15.0,2400.0,67.74666666666667
Illinois,county,Macoupin County,712,717,942,1235,1428,1006.8,15.0,2400.0,67.11999999999999
Illinois,county,Madison County,928,972,1209,1565,1818,1298.4,15.0,2400.0,86.56
Illinois,county,Marion County,560,666,807,1041,1219,858.6,15.0,2400.0,57.24
Illinois,county,Marshall County,683,756,965,1258,1293,991.0,15.0,2400.0,66.06666666666666
Illinois,county,Mason County,553,647,807,1067,1245,863.8,15.0,2400.0,57.586666666666666
Illinois,county,Massac County,547,675,807,1089,1126,848.8,15.0,2400.0,56.586666666666666
Illinois,county,McDonough County,579,672,845,1104,1261,892.2,15.0,2400.0,59.480000000000004
Illinois,county,McHenry County,1399,1507,1714,2182,2583,1877.0,15.0,2400.0,125.13333333333334
Illinois,county,McLean County,782,869,1103,1536,1541,1166.2,15.0,2400.0,77.74666666666667
Illinois,county,Menard County,725,873,1070,1421,1459,1109.6,15.0,2400.0,73.97333333333333
Illinois,county,Mercer County,646,773,953,1247,1437,1011.2,15.0,2400.0,67.41333333333334
Illinois,county,Monroe County,928,972,1209,1565,1818,1298.4,15.0,2400.0,86.56
Illinois,county,Montgomery County,579,614,807,1074,1075,829.8,15.0,2400.0,55.32
Illinois,county,Morgan County,553,614,807,1000,1234,841.6,15.0,2400.0,56.10666666666667
Illinois,county,Moultrie County,553,616,807,1137,1276,877.8,15.0,2400.0,58.519999999999996
Illinois,county,Ogle County,674,709,932,1182,1241,947.6,15.0,2400.0,63.17333333333333
Illinois,county,Peoria County,683,756,965,1258,1293,991.0,15.0,2400.0,66.06666666666666
Illinois,county,Perry County,553,614,807,1137,1271,876.4,15.0,2400.0,58.42666666666666
Illinois,county,Piatt County,880,885,1049,1372,1397,1116.6,15.0,2400.0,74.44
Illinois,county,Pike County,610,614,807,976,1183,838.0,15.0,2400.0,55.86666666666667
Illinois,county,Pope County,553,617,807,1035,1126,827.6,15.0,2400.0,55.17333333333333
Illinois,county,Pulaski County,557,658,807,1137,1369,905.6,15.0,2400.0,60.373333333333335
Illinois,county,Putnam County,552,677,814,1059,1381,896.6,15.0,2400.0,59.77333333333333
Illinois,county,Randolph County,547,614,807,1040,1285,858.6,15.0,2400.0,57.24
Illinois,county,Richland County,553,719,807,1034,1332,889.0,15.0,2400.0,59.266666666666666
Illinois,county,Rock Island County,646,773,953,1247,1437,1011.2,15.0,2400.0,67.41333333333334
Illinois,county,Saline County,553,614,807,1071,1075,824.0,15.0,2400.0,54.93333333333333
Illinois,county,Sangamon County,725,873,1070,1421,1459,1109.6,15.0,2400.0,73.97333333333333
Illinois,county,Schuyler County,553,719,807,999,1369,889.4,15.0,2400.0,59.29333333333333
Illinois,county,Scott County,553,620,807,976,1075,806.2,15.0,2400.0,53.74666666666667
Illinois,county,Shelby County,574,637,837,1012,1189,849.8,15.0,2400.0,56.65333333333333
Illinois,county,St. Clair County,928,972,1209,1565,1818,1298.4,15.0,2400.0,86.56
Illinois,county,Stark County,683,756,965,1258,1293,991.0,15.0,2400.0,66.06666666666666
Illinois,county,Stephenson County,552,620,814,997,1136,823.8,15.0,2400.0,54.919999999999995
Illinois,county,Tazewell County,683,756,965,1258,1293,991.0,15.0,2400.0,66.06666666666666
Illinois,county,Union County,620,668,807,1058,1106,851.8,15.0,2400.0,56.78666666666666
Illinois,county,Vermilion County,691,728,956,1191,1273,967.8,15.0,2400.0,64.52
Illinois,county,Wabash County,547,614,807,1122,1126,843.2,15.0,2400.0,56.21333333333334
Illinois,county,Warren County,547,620,807,1095,1250,863.8,15.0,2400.0,57.586666666666666
Illinois,county,Washington County,570,741,832,1042,1161,869.2,15.0,2400.0,57.94666666666667
Illinois,county,Wayne County,553,614,807,979,1126,815.8,15.0,2400.0,54.38666666666666
Illinois,county,White County,547,635,807,1071,1075,827.0,15.0,2400.0,55.13333333333333
Illinois,county,Whiteside County,589,644,846,1033,1127,847.8,15.0,2400.0,56.519999999999996
Illinois,county,Will County,1399,1507,1714,2182,2583,1877.0,15.0,2400.0,125.13333333333334
Illinois,county,Williamson County,743,744,978,1313,1561,1067.8,15.0,2400.0,71.18666666666667
Illinois,county,Winnebago County,699,785,1031,1380,1423,1063.6,15.0,2400.0,70.90666666666667
Illinois,county,Woodford County,683,756,965,1258,1293,991.0,15.0,2400.0,66.06666666666666
Indiana,metro,"Anderson, IN HUD Metro FMR Area",793,868,1140,1468,1518,1157.4,7.25,1160.0,159.64137931034483
Indiana,metro,"Bloomington, IN HUD Metro FMR Area",848,979,1126,1549,1814,1263.2,7.25,1160.0,174.2344827586207
Indiana,metro,"Carroll County, IN HUD Metro FMR Area",655,657,863,1105,1149,885.8,7.25,1160.0,122.17931034482758
Indiana,metro,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",810,919,1195,1588,1766,1255.6,7.25,1160.0,173.1862068965517
Indiana,metro,"Columbus, IN MSA",1037,1065,1196,1539,1669,1301.2,7.25,1160.0,179.4758620689655
Indiana,metro,"Elkhart-Goshen, IN MSA",849,879,1102,1415,1468,1142.6,7.25,1160.0,157.6
Indiana,metro,"Evansville, IN-KY MSA",766,850,1070,1360,1558,1120.8,7.25,1160.0,154.59310344827585
Indiana,metro,"Fort Wayne, IN MSA",826,895,1089,1379,1499,1137.6,7.25,1160.0,156.9103448275862
Indiana,metro,"Franklin County, IN HUD Metro FMR Area",636,715,939,1292,1330,982.4,7.25,1160.0,135.50344827586207
Indiana,metro,"Gary, IN HUD Metro FMR Area",869,1027,1254,1539,1672,1272.2,7.25,1160.0,175.4758620689655
Indiana,metro,"Indianapolis-Carmel, IN HUD Metro FMR Area",982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,metro,"Jasper County, IN HUD Metro FMR Area",869,874,1149,1495,1530,1183.4,7.25,1160.0,163.22758620689658
Indiana,metro,"Kokomo, IN MSA",788,793,980,1299,1428,1057.6,7.25,1160.0,145.87586206896552
Indiana,metro,"Lafayette-West Lafayette, IN HUD Metro FMR Area",778,908,1069,1293,1604,1130.4,7.25,1160.0,155.91724137931035
Indiana,metro,"Louisville, KY-IN HUD Metro FMR Area",976,1077,1301,1701,1955,1402.0,7.25,1160.0,193.3793103448276
Indiana,metro,"Michigan City-La Porte, IN MSA",689,823,1016,1299,1461,1057.6,7.25,1160.0,145.87586206896552
Indiana,metro,"Muncie, IN MSA",708,784,952,1280,1383,1021.4,7.25,1160.0,140.88275862068966
Indiana,metro,"Owen County, IN HUD Metro FMR Area",683,684,899,1146,1488,980.0,7.25,1160.0,135.17241379310346
Indiana,metro,"Parke County, IN HUD Metro FMR Area",745,752,988,1311,1316,1022.4,7.25,1160.0,141.02068965517242
Indiana,metro,"Putnam County, IN HUD Metro FMR Area",827,855,1124,1503,1729,1207.6,7.25,1160.0,166.5655172413793
Indiana,metro,"South Bend-Mishawaka, IN HUD Metro FMR Area",689,862,1017,1267,1354,1037.8,7.25,1160.0,143.1448275862069
Indiana,metro,"Sullivan County, IN HUD Metro FMR Area",626,703,924,1117,1231,920.2,7.25,1160.0,126.9241379310345
Indiana,metro,"Terre Haute, IN HUD Metro FMR Area",741,766,964,1166,1398,1007.0,7.25,1160.0,138.89655172413794
Indiana,metro,"Union County, IN HUD Metro FMR Area",628,714,926,1245,1494,1001.4,7.25,1160.0,138.12413793103448
Indiana,metro,"Warren County, IN HUD Metro FMR Area",628,740,863,1216,1465,982.4,7.25,1160.0,135.50344827586207
Indiana,metro,"Washington County, IN HUD Metro FMR Area",745,753,989,1236,1317,1008.0,7.25,1160.0,139.0344827586207
Indiana,county,Adams County,652,657,863,1108,1149,885.8,7.25,1160.0,122.17931034482758
Indiana,county,Allen County,826,895,1089,1379,1499,1137.6,7.25,1160.0,156.9103448275862
Indiana,county,Bartholomew County,1037,1065,1196,1539,1669,1301.2,7.25,1160.0,179.4758620689655
Indiana,county,Benton County,778,908,1069,1293,1604,1130.4,7.25,1160.0,155.91724137931035
Indiana,county,Blackford County,600,761,863,1114,1391,945.8,7.25,1160.0,130.4551724137931
Indiana,county,Boone County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Brown County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Carroll County,655,657,863,1105,1149,885.8,7.25,1160.0,122.17931034482758
Indiana,county,Cass County,717,721,863,1145,1149,919.0,7.25,1160.0,126.75862068965517
Indiana,county,Clark County,976,1077,1301,1701,1955,1402.0,7.25,1160.0,193.3793103448276
Indiana,county,Clay County,741,766,964,1166,1398,1007.0,7.25,1160.0,138.89655172413794
Indiana,county,Clinton County,625,707,922,1139,1228,924.2,7.25,1160.0,127.47586206896553
Indiana,county,Crawford County,600,769,863,1193,1297,944.4,7.25,1160.0,130.26206896551724
Indiana,county,Daviess County,669,673,878,1088,1169,895.4,7.25,1160.0,123.50344827586207
Indiana,county,Dearborn County,810,919,1195,1588,1766,1255.6,7.25,1160.0,173.1862068965517
Indiana,county,Decatur County,686,751,987,1193,1327,988.8,7.25,1160.0,136.38620689655173
Indiana,county,DeKalb County,600,657,863,1066,1149,867.0,7.25,1160.0,119.58620689655173
Indiana,county,Delaware County,708,784,952,1280,1383,1021.4,7.25,1160.0,140.88275862068966
Indiana,county,Dubois County,600,657,863,1216,1465,960.2,7.25,1160.0,132.44137931034484
Indiana,county,Elkhart County,849,879,1102,1415,1468,1142.6,7.25,1160.0,157.6
Indiana,county,Fayette County,585,657,863,1046,1149,860.0,7.25,1160.0,118.62068965517241
Indiana,county,Floyd County,976,1077,1301,1701,1955,1402.0,7.25,1160.0,193.3793103448276
Indiana,county,Fountain County,600,657,863,1053,1393,913.2,7.25,1160.0,125.95862068965518
Indiana,county,Franklin County,636,715,939,1292,1330,982.4,7.25,1160.0,135.50344827586207
Indiana,county,Fulton County,602,658,865,1046,1152,864.6,7.25,1160.0,119.2551724137931
Indiana,county,Gibson County,723,727,883,1172,1176,936.2,7.25,1160.0,129.13103448275862
Indiana,county,Grant County,585,684,863,1119,1285,907.2,7.25,1160.0,125.13103448275862
Indiana,county,Greene County,631,672,863,1171,1303,928.0,7.25,1160.0,128.0
Indiana,county,Hamilton County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Hancock County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Harrison County,976,1077,1301,1701,1955,1402.0,7.25,1160.0,193.3793103448276
Indiana,county,Hendricks County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Henry County,678,682,863,1083,1204,902.0,7.25,1160.0,124.41379310344827
Indiana,county,Howard County,788,793,980,1299,1428,1057.6,7.25,1160.0,145.87586206896552
Indiana,county,Huntington County,600,675,863,1088,1373,919.8,7.25,1160.0,126.86896551724138
Indiana,county,Jackson County,679,712,936,1132,1247,941.2,7.25,1160.0,129.82068965517243
Indiana,county,Jasper County,869,874,1149,1495,1530,1183.4,7.25,1160.0,163.22758620689658
Indiana,county,Jay County,611,657,863,1109,1149,877.8,7.25,1160.0,121.0758620689655
Indiana,county,Jefferson County,643,740,865,1099,1468,963.0,7.25,1160.0,132.82758620689654
Indiana,county,Jennings County,630,657,863,1216,1447,962.6,7.25,1160.0,132.77241379310345
Indiana,county,Johnson County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Knox County,619,677,890,1076,1185,889.4,7.25,1160.0,122.67586206896551
Indiana,county,Kosciusko County,785,790,942,1162,1351,1006.0,7.25,1160.0,138.75862068965517
Indiana,county,LaGrange County,652,657,863,1139,1149,892.0,7.25,1160.0,123.03448275862068
Indiana,county,Lake County,869,1027,1254,1539,1672,1272.2,7.25,1160.0,175.4758620689655
Indiana,county,LaPorte County,689,823,1016,1299,1461,1057.6,7.25,1160.0,145.87586206896552
Indiana,county,Lawrence County,606,663,871,1057,1418,923.0,7.25,1160.0,127.3103448275862
Indiana,county,Madison County,793,868,1140,1468,1518,1157.4,7.25,1160.0,159.64137931034483
Indiana,county,Marion County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Marshall County,616,727,886,1168,1293,938.0,7.25,1160.0,129.3793103448276
Indiana,county,Martin County,600,657,863,1043,1267,886.0,7.25,1160.0,122.20689655172414
Indiana,county,Miami County,600,692,863,1112,1383,930.0,7.25,1160.0,128.27586206896552
Indiana,county,Monroe County,848,979,1126,1549,1814,1263.2,7.25,1160.0,174.2344827586207
Indiana,county,Montgomery County,600,684,863,1176,1279,920.4,7.25,1160.0,126.95172413793104
Indiana,county,Morgan County,982,1145,1349,1758,2126,1472.0,7.25,1160.0,203.0344827586207
Indiana,county,Newton County,869,1027,1254,1539,1672,1272.2,7.25,1160.0,175.4758620689655
Indiana,county,Noble County,594,667,877,1077,1397,922.4,7.25,1160.0,127.22758620689655
Indiana,county,Ohio County,810,919,1195,1588,1766,1255.6,7.25,1160.0,173.1862068965517
Indiana,county,Orange County,600,657,863,1216,1304,928.0,7.25,1160.0,128.0
Indiana,county,Owen County,683,684,899,1146,1488,980.0,7.25,1160.0,135.17241379310346
